,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
3946,"BPM,平台,系統,NB,開機,後,無法,進入,window,系統,之前,當機",6,內部資訊系統,0,"[8.8115572e-04 4.9242303e-02 4.9694158e-02 1.6675627e-01 1.5570092e-04
 3.7192982e-03 7.2945231e-01 9.8777360e-05]"
8344,"SAP,168,QCI",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
3921,"BPM,平台,系統,電腦,外帶,攜出,申單,編號,系統,帶出來",2,GOC,0,"[7.6092745e-04 2.4082370e-01 3.8120064e-01 8.4949225e-02 1.4092235e-04
 4.1798934e-02 2.4154627e-01 8.7793618e-03]"
6496,"SAP,168,QCI,無法,登入,My,Quanta,Web,內部,應用,系統",0,BPM平台系統,4,"[9.8014486e-01 2.4804733e-05 3.8716797e-05 1.9227773e-05 1.1715179e-02
 7.1882224e-03 8.6321740e-04 5.7988059e-06]"
5550,"SAP,168,QCI,使用,無法,登入,系統",0,BPM平台系統,4,"[9.0538174e-01 2.0104928e-05 3.7231417e-05 2.1066026e-05 8.8023283e-02
 5.8173989e-03 6.8461424e-04 1.4641929e-05]"
15933,"內部,資訊,系統,問題,薪資單,無法,點選,打開",5,SAP-2X8(QSMC),6,"[6.1689396e-03 1.5401698e-02 3.0308045e-02 2.5700899e-03 1.0421856e-04
 8.8967919e-01 5.4769062e-02 9.9868455e-04]"
242,"SAP,168,QCI,SQ01,廠,正常,操作,CS40,卻,無法,正常,使用,相關,人員",0,BPM平台系統,4,"[9.8302311e-01 2.8795479e-05 4.2977008e-05 1.9975971e-05 7.4580037e-03
 8.4730843e-03 9.4861112e-04 5.4259294e-06]"
9382,"SAP,168,QCI,USER,反應,說,一個,料號,MISPP,LOCK,住,料號,ejm2zzzwiw4,1130",0,BPM平台系統,4,"[9.8253524e-01 2.6501759e-05 4.0207309e-05 1.9118306e-05 8.5413856e-03
 7.9462444e-03 8.8559481e-04 5.6065951e-06]"
3298,"BPM,平台,系統,是否,下,有B,PM,表單,訂,會議室,etc",2,GOC,0,"[4.6794122e-04 2.7235472e-01 4.2046589e-01 9.3263209e-02 9.8271521e-05
 3.2492321e-02 1.6288957e-01 1.7968059e-02]"
4728,"SAP,168,QCI,ZMAW,無法,扣帳",0,BPM平台系統,4,"[9.7910792e-01 1.6351052e-05 2.6986776e-05 1.3527345e-05 1.4776574e-02
 5.4804673e-03 5.7218852e-04 5.9833251e-06]"
5535,"SAP,168,QCI,是否,multi,source,相關,功能,利用",0,BPM平台系統,4,"[9.8755890e-01 2.0964550e-05 3.0816391e-05 1.3895203e-05 4.5481892e-03
 7.1297931e-03 6.9318304e-04 4.2012671e-06]"
1510,"BPM,平台,系統,操作,問題",5,SAP-2X8(QSMC),0,"[5.7866741e-03 2.0858346e-02 3.9060690e-02 3.1385755e-03 1.0446653e-04
 8.8529330e-01 4.2195361e-02 3.5625792e-03]"
10721,"SAP,168,QCI,T,code,ZV16,稽核,組,反應,Bondeder,Warehouse,顯示,人員,已,離職,人員,故麻,修改,人員,姓名,Bondeder,陳素,玫,進出口,─,關務,課,Warehouse,方志弘,物流,部",0,BPM平台系統,4,"[9.7921890e-01 6.6851469e-05 9.0049471e-05 4.1812840e-05 5.7554711e-03
 1.2616695e-02 2.2044878e-03 5.6648219e-06]"
2585,"R,D,資訊,系統,之前,原掛,身上,device,部門,NB1,應該,已經,刪除,原,NB1,下,所有,設備,資料,資料庫,清除,之前,組織,變動,送單,確認,以為,OK,剛有,人要,東西,發現,以下,問題,卻,MIS,發現,有掛,資產,一看,資料,似乎,NB1,device,移過來,希望,有掛,名字,MIS,部門,底下,device,刪除,devcie,已,身上",7,網管,3,"[3.1907535e-07 3.2339504e-04 2.2504000e-04 1.4934054e-03 2.6784016e-06
 7.6930164e-06 1.1523930e-05 9.9793601e-01]"
7317,"SAP,168,QCI,sap168,298,進不去",0,BPM平台系統,4,"[9.8670524e-01 1.7854411e-05 2.7357017e-05 1.2860208e-05 6.5355515e-03
 6.0850019e-03 6.1167247e-04 4.3789009e-06]"
7301,"SAP,168,QCI,sap168,218,皆,無法,列印,設定",0,BPM平台系統,4,"[9.8150223e-01 2.2091770e-05 3.4650355e-05 1.6838152e-05 1.0690333e-02
 6.9780196e-03 7.4998243e-04 5.8497130e-06]"
5921,"SAP,168,QCI,user,EMMI,中,查詢,領料,project,ID,產品,五六年,前,產品",0,BPM平台系統,4,"[9.8346263e-01 4.2425290e-05 5.6957811e-05 2.3569786e-05 2.7032045e-03
 1.2402295e-02 1.3038991e-03 4.9030255e-06]"
3357,"BPM,平台,系統,出差,查詢,問題",5,SAP-2X8(QSMC),0,"[3.9701041e-02 9.6907432e-04 1.7931398e-03 1.8413455e-04 2.6265331e-04
 9.4923663e-01 7.7297753e-03 1.2359297e-04]"
630,"BPM,平台,系統,無法,開啟,無法,登入,MRO,系統,Http,qcibpm,mroportal,開啟,網頁,後,只,顯示,首頁,兩個,字",6,內部資訊系統,0,"[1.6689975e-03 3.4745429e-02 4.2312253e-02 5.8440346e-02 1.7631310e-04
 7.0321783e-03 8.5558063e-01 4.3864788e-05]"
2499,"BPM,平台,系統,無法,正常,申,單子",2,GOC,0,"[5.0824968e-04 2.6807517e-01 4.1634163e-01 9.1179639e-02 1.0284682e-04
 3.4796681e-02 1.7273074e-01 1.6265020e-02]"
2855,"GOC,pro,e,license,問題,詢問",5,SAP-2X8(QSMC),2,"[5.7064299e-03 1.9146789e-02 3.4866203e-02 2.7377568e-03 1.0522756e-04
 8.9767003e-01 3.6154330e-02 3.6133276e-03]"
6626,"SAP,168,QCI,問,系統,中,是否,刪除,大量,delivery,方式,大量,delivery,user,自行,產生",0,BPM平台系統,4,"[9.7332543e-01 5.1895237e-05 7.7067773e-05 3.8827096e-05 1.5009964e-02
 9.6841911e-03 1.8065673e-03 6.0954553e-06]"
505,"BPM,平台,系統,門禁,區域,找不到,QCI0A000,進出口,課,選項",2,GOC,0,"[2.62346381e-04 2.91961342e-01 3.94180447e-01 1.50209844e-01
 8.07835895e-05 1.83276180e-02 1.03977434e-01 4.10002060e-02]"
9381,"SAP,168,QCI,KEY,領料,號,跳出,錯誤,訊息",0,BPM平台系統,4,"[9.8703951e-01 1.8188945e-05 2.7636319e-05 1.3213419e-05 6.3776025e-03
 5.8800625e-03 6.3968479e-04 4.0086111e-06]"
4805,"BPM,平台,系統,電腦,touch,pad,動作,電源線,拔除,後會,斷電,下午,使用,Pro,e,開,檔案,特別,慢,開多個,檔案,當機",3,R&D資訊系統,0,"[1.07042200e-04 1.51358739e-01 1.08031996e-01 6.02854848e-01
 1.25792954e-04 2.59425468e-03 2.96346657e-02 1.05292715e-01]"
7,"CAMP,CAMP,會議室,預約,系統,無法,使用",2,GOC,1,"[3.7355095e-04 2.8452796e-01 4.2786050e-01 9.9904805e-02 8.0618280e-05
 2.9867126e-02 1.2842518e-01 2.8960232e-02]"
3502,"BPM,平台,系統,無法,新增,申報,費用",2,GOC,0,"[3.01947293e-04 2.91563809e-01 4.22659278e-01 1.13672994e-01
 7.57900780e-05 2.37563830e-02 1.10550828e-01 3.74189988e-02]"
17972,"網管,出差,申單,已,申可用,Lync,撥打,廠商,電話,出差,卻,無法,使用,希望,確認,問過,是否,嘗試,Qcall,撥打,廠商,vendor,名單,User,知道,撥打,未試過",3,R&D資訊系統,7,"[3.7643083e-04 2.0010294e-01 2.1484989e-01 3.3471850e-01 1.4625660e-04
 7.0435540e-03 2.3734637e-01 5.4160929e-03]"
5711,"SAP,168,QCI,上午,還可以,登入,下午,登入,出現,錯誤,訊息",0,BPM平台系統,4,"[9.8293579e-01 2.2863040e-05 3.5229950e-05 1.7252236e-05 9.3391091e-03
 6.8456177e-03 7.9904596e-04 5.0692988e-06]"
736,"BPM,平台,系統,問題,所屬,機器,固定,資產,編號,軟體,需求,申單,無法,顯示",6,內部資訊系統,0,"[5.7023866e-03 1.6896209e-02 2.2807382e-02 1.8584423e-02 3.3012574e-04
 1.7863540e-02 9.1779912e-01 1.6770997e-05]"
841,"R,D,資訊,系統,己經,自已,另一,同事,302,己經,加入,到,NB2,CB,role,subrole,SIT,group,中,兩個,遇到,無法,Add,project,members,問題,訊息,You,are,no,right,to,access,this,page,問還,地方,權限,要設,thanks,project,name,Baytrial,HR,template,NB2,CB",6,內部資訊系統,3,"[6.2995165e-04 8.8847980e-02 8.0864131e-02 3.2299870e-01 1.7543741e-04
 3.4812239e-03 5.0253886e-01 4.6369637e-04]"
4220,"SAP,168,QCI,詢問,NB1,帳號,有多少,明細,382",0,BPM平台系統,4,"[6.6385031e-01 2.0804759e-05 4.1413539e-05 2.5501708e-05 3.3001333e-01
 5.3774901e-03 6.4169982e-04 2.9353769e-05]"
2545,"BPM,平台,系統,問題,假單,頁面,無法,使用",5,SAP-2X8(QSMC),0,"[5.0144633e-03 7.3366478e-02 1.3428630e-01 1.3334996e-02 1.6315948e-04
 6.2544686e-01 1.4104524e-01 7.3425411e-03]"
1931,"BPM,平台,系統,櫃台,大廳,設定,代理人,問題",5,SAP-2X8(QSMC),0,"[6.0639251e-03 4.1023336e-02 7.9945602e-02 7.2812503e-03 1.3085961e-04
 7.7553874e-01 8.4141955e-02 5.8743795e-03]"
2501,"BPM,平台,系統,生產,大樓,外帶,證有,問題,儘快",5,SAP-2X8(QSMC),0,"[5.76418824e-03 2.04583164e-02 3.83702070e-02 3.08150449e-03
 1.03185535e-04 8.86939883e-01 4.18290533e-02 3.45368939e-03]"
979,"BPM,平台,系統,Ext,出勤,無法,簽核",3,R&D資訊系統,0,"[6.42746818e-05 1.13590091e-01 7.16970414e-02 5.76220512e-01
 1.07183783e-04 1.64540112e-03 1.41773885e-02 2.22498134e-01]"
762,"BPM,平台,系統,PS,上傳,圖檔,詳,單號,APP99,所示,Thanks",3,R&D資訊系統,0,"[5.4081462e-05 1.0288210e-01 6.4676970e-02 5.0080281e-01 9.6192969e-05
 1.4889959e-03 1.0591015e-02 3.1940782e-01]"
1819,"SAP,168,QCI,USER,反應,前,兩天,使用,ZFA2,一份,資料,已經,系統,裡,今天,需要,再,使用,此份,資料,相關,同仁",0,BPM平台系統,4,"[9.72259104e-01 1.06147185e-04 1.41258075e-04 6.88417203e-05
 9.23145842e-03 1.48054985e-02 3.37983109e-03 7.74281762e-06]"
2104,"BPM,平台,系統,申,加入,NB5,OPS,簽核,流程,申單,APP13,2013,16,申,至今,停留,一年,問,知道",6,內部資訊系統,0,"[8.9195615e-04 8.6425968e-02 1.0008137e-01 1.4304775e-01 1.4689841e-04
 7.5800261e-03 6.6156012e-01 2.6589923e-04]"
20100,"BPM,平台,系統,先前,經由,MIS,後,已經,Mac,BookPro,工作,機,出差,時,做,線上,簽核,返家時,經由,VPN,做,線上,簽核,卻,不行,需要,MIS,問題",6,內部資訊系統,0,"[3.4085175e-03 2.6167791e-02 3.3846326e-02 3.2761816e-02 2.7366146e-04
 1.3003841e-02 8.9050502e-01 3.3056167e-05]"
1838,"SAP,168,QCI,無法,聯接,SapLogo36",0,BPM平台系統,4,"[8.3688885e-01 1.7761995e-05 3.4492175e-05 2.0042160e-05 1.5725042e-01
 5.1863180e-03 5.8259029e-04 1.9528265e-05]"
5527,"SAP,168,QCI,User,反應,168,系統,裡,要句,BOM,出現,Cancel,訊息,MIS,人員",0,BPM平台系統,4,"[9.8197985e-01 2.9648880e-05 4.4489225e-05 2.1648451e-05 8.8572875e-03
 8.0440631e-03 1.0177059e-03 5.3478871e-06]"
681,"R,D,資訊,系統,更新,上傳,檔案,時會,問題,程式,直接,結束",2,GOC,3,"[6.81226666e-04 2.29328915e-01 3.51587027e-01 1.01010755e-01
 1.21375728e-04 3.34998146e-02 2.77511030e-01 6.25984324e-03]"
1491,"BPM,平台,系統,有效,日期,無法,變更",2,GOC,0,"[8.5457409e-04 2.5186598e-01 4.0460014e-01 7.2732002e-02 1.4535151e-04
 6.0925644e-02 1.9348653e-01 1.5389809e-02]"
7920,"SAP,168,QCI,user,交接,時未,舊,user,權限,新增,完整,舊,user,帳號,已,關閉,今天,run,一支,ZMB7,報表,求開,權限",0,BPM平台系統,4,"[9.7757816e-01 6.9758964e-05 9.1704555e-05 3.7711572e-05 2.9638512e-03
 1.7152613e-02 2.0997308e-03 6.3865291e-06]"
3234,"SAP,2X8,QSMC,申,T,Code,權限,ZMI16,for,804,310",2,GOC,5,"[0.00345268 0.17790227 0.2945009  0.03850939 0.00039445 0.22351481
 0.25365692 0.00806857]"
6848,"SAP,168,QCI,家用,ADSL,無法,連上,CSAP32",0,BPM平台系統,4,"[9.8618871e-01 1.7664903e-05 2.7299106e-05 1.2885976e-05 7.0840679e-03
 6.0608131e-03 6.0405611e-04 4.5609854e-06]"
2505,"BPM,平台,系統,電腦,外帶,証,申,保管人,無法,帶入",2,GOC,0,"[4.4762462e-04 2.7858204e-01 4.3084380e-01 8.9480430e-02 9.1606169e-05
 3.4871813e-02 1.4089400e-01 2.4788760e-02]"
3002,"內部,資訊,系統,無法,連進,簽核",2,GOC,6,"[8.4079639e-04 2.1531425e-01 3.3351934e-01 9.1743499e-02 1.6008285e-04
 3.0615920e-02 3.2342610e-01 4.3799602e-03]"
5337,"SAP,168,QCI,突然,SAP33,連不",0,BPM平台系統,4,"[9.7774392e-01 1.6139524e-05 2.6852334e-05 1.3576305e-05 1.6266380e-02
 5.3595928e-03 5.6747685e-04 6.1266660e-06]"
5540,"SAP,168,QCI,帳號,無法,使用",0,BPM平台系統,4,"[9.5332152e-01 1.8523433e-05 3.2747994e-05 1.7439150e-05 4.0115803e-02
 5.8482811e-03 6.3549064e-04 1.0173999e-05]"
985,"內部,資訊,系統,收到,通知,說,1206,出勤,異常,當天,報,加班,系統,顯示,早上,44,刷進,20,44,刷出,知道,情況,需要",3,R&D資訊系統,6,"[3.3028209e-05 7.0494629e-02 3.2052077e-02 8.1296647e-01 1.0136952e-04
 4.2912856e-04 1.1535832e-02 7.2387509e-02]"
399,"SAP,168,QCI,User,進,168,跑,268,BOM,設定,執行,Background,Job,出現,異常",0,BPM平台系統,4,"[9.8160559e-01 5.4423595e-05 7.3192292e-05 3.2333352e-05 4.1593476e-03
 1.2318945e-02 1.7508859e-03 5.2787527e-06]"
3941,"SAP,2X8,QSMC,轉出,txt,文檔,時,出現,異常",2,GOC,5,"[2.0507441e-03 2.0933254e-01 3.3837318e-01 5.4503046e-02 3.3716342e-04
 9.6477233e-02 2.9221511e-01 6.7109438e-03]"
304,"BPM,平台,系統,BPM,介面,變,英文,是否,選項,改回,中文",2,GOC,0,"[2.8570372e-04 2.6919496e-01 3.3926621e-01 2.0778169e-01 9.7284799e-05
 1.3069390e-02 1.5251891e-01 1.7785909e-02]"
343,"BPM,平台,系統,BPM,系統,發票,作業,費用,分期付款,出現,發票,稅額,需,等於,本次款,稅額,核對,一下,發現,輸入,稅額,錯誤,PO,單號",6,內部資訊系統,0,"[7.0830859e-04 5.1568210e-02 4.3103319e-02 3.2603458e-01 1.8813505e-04
 2.3385915e-03 5.7588685e-01 1.7203168e-04]"
2707,"BPM,平台,系統,大量,下載,申單,內容",2,GOC,0,"[1.1997137e-03 2.4312013e-01 3.9751825e-01 5.9733160e-02 1.5617780e-04
 1.0718617e-01 1.6298988e-01 2.8096482e-02]"
2127,"CAMP,問題,參予,專案,無法,透過,CAMP,WEB,共享,專案,文件",6,內部資訊系統,1,"[2.9462229e-03 1.6169424e-01 2.5470045e-01 5.2231684e-02 4.3457557e-04
 8.2594112e-02 4.4299284e-01 2.4058230e-03]"
4252,"SAP,168,QCI,USER,表示,SKD,出貨,使用,QSSP,系統,Creat,PO,連到,SAP,開,SO,時,出現,錯誤,相關,同仁",0,BPM平台系統,4,"[8.0426508e-01 4.0214498e-05 7.3114781e-05 4.5161065e-05 1.8721339e-01
 6.9376752e-03 1.4093615e-03 1.5978123e-05]"
2572,"SAP,168,QCI,需要,一字,階料號,查詢,權限",0,BPM平台系統,4,"[8.7665075e-01 1.8929207e-04 2.8428194e-04 7.9215177e-05 2.3057924e-03
 1.1687071e-01 3.5861768e-03 3.3860480e-05]"
6904,"內部,資訊,系統,IDP,自我,發展,計畫,維護,頁面,中,完成,失效,選項,按鈕,顯示,維護,無法,送出",3,R&D資訊系統,6,"[2.9940551e-04 2.1654859e-01 2.3396960e-01 3.2013068e-01 1.1458940e-04
 6.7638392e-03 2.1578987e-01 6.3834842e-03]"
7063,"網管,QCMS,出差,可用,OCS,聯繫,長號,短號,問題,信箱,已滿,無法,收發,郵件,問題,修復,好,郵件,檔案,無法,匯入,outlook",5,SAP-2X8(QSMC),7,"[3.7219427e-03 1.3547149e-01 2.4235600e-01 4.2155053e-02 1.7579594e-04
 2.9356271e-01 2.7354351e-01 9.0134712e-03]"
5035,"SAP,168,QCI,T,code,ZN06,Fail,in,QSMC",0,BPM平台系統,4,"[9.8584557e-01 2.1795258e-05 3.2791559e-05 1.5153997e-05 6.2112282e-03
 7.1402830e-03 7.2853698e-04 4.6875725e-06]"
6835,"SAP,168,QCI,無法,正常,使用,SAP,T,code,ZM26,2MD5,ME1M,需要,使用,權限,follow,706",0,BPM平台系統,4,"[9.1631949e-01 2.9799929e-05 5.2860061e-05 2.9174455e-05 7.4685469e-02
 7.8882212e-03 9.7946951e-04 1.5455726e-05]"
6502,"SAP,168,QCI,使用,詢問,每次,登入,需要,輸入,驗證,資訊",0,BPM平台系統,4,"[9.8521739e-01 3.3750162e-05 4.7072353e-05 2.0759939e-05 3.8517495e-03
 9.7289449e-03 1.0957456e-03 4.5405736e-06]"
7954,"SAP,168,QCI,部門,搬遷,印表機,變更,需,重新,設定",0,BPM平台系統,4,"[9.8694056e-01 2.3770954e-05 3.4549612e-05 1.5521044e-05 4.3382398e-03
 7.8590252e-03 7.8395352e-04 4.3029286e-06]"
962,"BPM,平台,系統,APP,單號,異常",7,網管,0,"[2.8008360e-05 6.8334661e-02 3.7903167e-02 4.1340581e-01 7.5409902e-05
 7.5686252e-04 5.1065986e-03 4.7438946e-01]"
575,"CAMP,Android,手机,下载,CAMP,APP,行动,办公云,安装,完后,无法,登入,CAMP",2,GOC,1,"[2.3603448e-04 2.8561020e-01 3.6520904e-01 1.6618694e-01 8.0215555e-05
 1.7700974e-02 7.0906624e-02 9.4069913e-02]"
4189,"SAP,168,QCI,物流,課,user,反應,昨日,SAP168,速度,正常,後,今日,使用,自動,倉,系統,無法,連線,做入,出庫,動作,相關,同仁",0,BPM平台系統,4,"[9.5068824e-01 8.4901221e-05 1.2860958e-04 7.0480630e-05 3.5430651e-02
 1.0576831e-02 3.0122052e-03 8.0001128e-06]"
6757,"SAP,168,QCI,168,料號,少,一碼",0,BPM平台系統,4,"[9.4542301e-01 1.7537317e-05 3.1555672e-05 1.7041233e-05 4.8394993e-02
 5.5002803e-03 6.0482050e-04 1.0737752e-05]"
4475,"SAP,168,QCI,168,Delivery,COST,CENTER,需要,更正,QSMC",0,BPM平台系統,4,"[9.8658061e-01 2.8270048e-05 3.9440361e-05 1.6672680e-05 3.0609013e-03
 9.3882056e-03 8.8160974e-04 4.3455393e-06]"
99,"SAP,2X8,QSMC,新增,customer,資料,送出,後,到,付款,方式",2,GOC,5,"[1.9537078e-03 2.0659965e-01 3.3084086e-01 5.7660565e-02 3.2732758e-04
 8.4817797e-02 3.1201577e-01 5.7843318e-03]"
3510,"BPM,平台,系統,出差旅費,申單,無法,列印,單號,APP60",2,GOC,0,"[4.3945081e-04 2.7598727e-01 4.2503867e-01 9.3669869e-02 9.5380121e-05
 3.0507643e-02 1.5487994e-01 1.9381829e-02]"
1260,"BPM,平台,系統,送出,申單,發生,錯誤,訊息,試,次",2,GOC,0,"[3.7099663e-04 2.2645941e-01 2.8355056e-01 2.1232064e-01 1.0766928e-04
 1.0127626e-02 2.6200667e-01 5.0564352e-03]"
5321,"SAP,168,QCI,168,logon,fail",0,BPM平台系統,4,"[9.8735774e-01 1.7813409e-05 2.7063919e-05 1.2597516e-05 5.8720796e-03
 6.1005140e-03 6.0802628e-04 4.1776120e-06]"
1103,"SAP,168,QCI",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
32880,"網管,問題,現象,第一次,開機,帳號,密碼,登入,一段,時間,使用,進到,螢幕,保護,模式,後,再,使用,電腦,時,打入,密碼,會秀,錯誤,網路線,拔掉,重新,輸入,密碼",3,R&D資訊系統,7,"[1.5088457e-04 4.3590378e-02 2.1996507e-02 8.4534442e-01 1.5479566e-04
 5.6428649e-04 8.6812846e-02 1.3858365e-03]"
1610,"BPM,平台,系統,無法,使用",2,GOC,0,"[5.3005869e-04 2.7544290e-01 4.3215293e-01 8.1435040e-02 1.0090896e-04
 4.2822249e-02 1.4011672e-01 2.7399199e-02]"
3772,"R,D,資訊,系統,目前,遇到,問題,QSIT,update,BLX,project,AVL,時,按下去,直接,顯示,Data,error,新,AVL,做,更動,麻煩,一下",6,內部資訊系統,3,"[1.00327597e-03 5.69223650e-02 6.34200349e-02 1.22546986e-01
 1.54531721e-04 5.23126451e-03 7.50607908e-01 1.13660630e-04]"
939,"內部,資訊,系統,使用",2,GOC,6,"[1.0855485e-03 2.3217896e-01 3.7517866e-01 7.0041902e-02 1.8351454e-04
 6.2200561e-02 2.5028870e-01 8.8421460e-03]"
3787,"內部,資訊,系統,公司,發,薪資單,郵件,無法,開啟,點選,後,OUTLOOK,卡住,無法,開啟,OUTLOOK",2,GOC,6,"[4.17164149e-04 2.28657737e-01 3.02096516e-01 1.72797337e-01
 1.11146066e-04 1.14350775e-02 2.79896885e-01 4.58807964e-03]"
5155,"SAP,168,QCI,新人,168,218,須開,權限,聯絡",0,BPM平台系統,4,"[9.8687440e-01 2.8902230e-05 3.9434497e-05 1.6075686e-05 2.1552902e-03
 9.9891778e-03 8.9260371e-04 4.0600139e-06]"
4399,"R,D,資訊,系統,PLM,登入",2,GOC,3,"[3.8510686e-04 2.5338659e-01 3.5412216e-01 1.4815117e-01 9.4759678e-05
 1.7458698e-02 2.1755080e-01 8.8507151e-03]"
9625,"內部,資訊,系統,預約,會議室,網頁,發生,錯誤",3,R&D資訊系統,6,"[3.5591179e-04 1.1867274e-01 1.0085160e-01 4.4776440e-01 1.3567270e-04
 2.8907564e-03 3.2820004e-01 1.1289364e-03]"
2865,"BPM,平台,系統,需,麻煩,抽單,電腦,申單,單號,APP72",3,R&D資訊系統,0,"[8.0847640e-05 1.3027270e-01 8.9124165e-02 5.4940993e-01 1.1018382e-04
 2.2209664e-03 1.7794939e-02 2.1098629e-01]"
323,"SAP,168,QCI,user,無法,登入,sap168",0,BPM平台系統,4,"[9.2084217e-01 2.0504383e-05 3.7464695e-05 2.0714886e-05 7.2245374e-02
 6.1303410e-03 6.8941945e-04 1.4017555e-05]"
1008,"R,D,資訊,系統,詢問,Myquanta,首頁,organization,LC,事業部,新增,空間,相關,問題",2,GOC,3,"[3.1457658e-04 2.6526344e-01 3.2212272e-01 2.2945569e-01 1.0228498e-04
 1.6434256e-02 1.4318153e-01 2.3125427e-02]"
9188,"SAP,168,QCI,無法,登錄",0,BPM平台系統,4,"[9.86375630e-01 1.62648703e-05 2.53611033e-05 1.20572995e-05
 7.35375192e-03 5.65101858e-03 5.61538734e-04 4.45284877e-06]"
628,"BPM,平台,系統,MRO,單子,卡住",2,GOC,0,"[3.78535216e-04 2.80409038e-01 4.23632413e-01 1.01546675e-01
 8.51863806e-05 2.70829983e-02 1.45476818e-01 2.13883203e-02]"
1152,"R,D,資訊,系統,早上,開機,一個,license",2,GOC,3,"[1.1229722e-03 2.1060273e-01 3.3834043e-01 7.6464787e-02 1.7060744e-04
 5.6614626e-02 3.1123245e-01 5.4514166e-03]"
9448,"SAP,168,QCI,VL02,locked,and,processing,very,slowly",0,BPM平台系統,4,"[5.2981579e-01 1.5342608e-05 3.1614418e-05 2.0061647e-05 4.6568039e-01
 3.9467695e-03 4.5869025e-04 3.1393596e-05]"
7306,"SAP,168,QCI,zvtb",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
1859,"CAMP,雲端,會議,系統,雲端,會議室,預約,系統,預約,會議室,系統,顯示,錯誤,會議室,EX,預約,N211,預約,完會,顯示,成,N212",6,內部資訊系統,1,"[1.3208927e-03 3.3332661e-02 3.7360072e-02 8.8674352e-02 1.6360317e-04
 4.5277588e-03 8.3457601e-01 4.4634664e-05]"
2498,"BPM,平台,系統",2,GOC,0,"[5.8161508e-04 2.7435455e-01 4.3390745e-01 7.6844931e-02 1.0855679e-04
 4.7421250e-02 1.3594736e-01 3.0834297e-02]"
5416,"SAP,168,QCI,user,欲,查詢,規,承認,書,了解,申什麼,權限",0,BPM平台系統,4,"[9.88622844e-01 2.14103566e-05 3.05878057e-05 1.32760915e-05
 3.15379188e-03 7.45620253e-03 6.98186806e-04 3.72552927e-06]"
3294,"BPM,平台,系統,同事,已,離職,需將,同事,MRO,單子,轉到,簽核",3,R&D資訊系統,0,"[1.3423357e-04 1.8554853e-01 1.4973371e-01 5.2932703e-01 1.1604092e-04
 3.9591207e-03 4.2387467e-02 8.8793837e-02]"
4845,"SAP,2X8,QSMC,298,logon,fail,重新,產生,清單",2,GOC,5,"[1.0753127e-03 2.3313317e-01 3.7105104e-01 7.3170722e-02 2.1832132e-04
 4.7269929e-02 2.6655146e-01 7.5299814e-03]"
2449,"BPM,平台,系統,開單,發生,系統,錯誤",6,內部資訊系統,0,"[8.9640700e-04 6.6378139e-02 7.4690454e-02 1.3445880e-01 1.3878720e-04
 5.9460420e-03 7.1734011e-01 1.5130649e-04]"
11212,"SAP,168,QCI,人,離職,查詢,離職,人手,po,382",0,BPM平台系統,4,"[9.8670006e-01 2.8272147e-05 3.9670769e-05 1.7085342e-05 3.2927438e-03
 9.0116020e-03 9.0640836e-04 4.2122824e-06]"
3427,"SAP,2X8,QSMC,User,反應,主管,先前,正常,使用,SAP268,今日,使用,系統,時,發生,無法,登入,情形",6,內部資訊系統,5,"[2.5986666e-03 3.1443376e-02 4.0073015e-02 3.8619168e-02 2.3283392e-04
 1.0872599e-02 8.7612092e-01 3.9526854e-05]"
4759,"SAP,168,QCI,user,查詢,T,code,ZCPR,相關,功能",0,BPM平台系統,4,"[9.8651296e-01 2.6451853e-05 3.7856393e-05 1.6571594e-05 4.0009199e-03
 8.5525438e-03 8.4824429e-04 4.4304193e-06]"
7080,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
5472,"SAP,168,QCI,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
5341,"SAP,168,QCI,BPM,Customer,Data,問題,廠商,名稱,長,無法,輸入",0,BPM平台系統,4,"[9.7912222e-01 2.4000186e-05 3.7896407e-05 1.8670073e-05 1.2568118e-02
 7.4126101e-03 8.0982409e-04 6.5895410e-06]"
7917,"SAP,168,QCI,ZV17,and,ZV17i,無法,print",0,BPM平台系統,4,"[7.4454165e-01 1.9923111e-05 3.9326213e-05 2.3635310e-05 2.4926099e-01
 5.4587903e-03 6.3000183e-04 2.5743824e-05]"
